numero_solicitacao,razaoSocial,nomeFantasia,cnpjSemTraco,maiorAtraso,margemBrutaAcumulada,percentualProtestos,primeiraCompra,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,status,definicaoRisco,diferencaPercentualRisco,percentualRisco,dashboardCorrelacao,valorAprovado,dataAprovadoEmComite,periodoBalanco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,intervaloFundacao,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito,dataAprovadoNivelAnalista
85,Mr. Adrian Adams,Joyce Graham,BSBN05195401595404,0,0,,2019-03-29T17:28:13,0,0,40000,AprovadoAnalista,De 31 a 50 % - Médio,0.679245283,0.320754717,0,40000,,,,,,,,,,29348689,0,12,0,2018,De 0 a 5 anos,600000,FALSE,FALSE,0,120000,2020-02-06T20:18:20
86,Ms. Emma Moore,Yvonne Nixon-Carey,ATAG78921055340588,38,0.410824202,0,2011-07-19T00:00:00,0,0,20000,AprovadoAnalista,De 11 a 30 % - Baixo,0.79245283,0.20754717,0,20000,,,,,,,,,,2298496,0,12,0,1991,Acima de 17 anos,3000,FALSE,FALSE,1,86000,2020-02-06T20:22:11
87,Dr. Toby Hussain,Aimee Crawford,CLWV48636447854535,30,0.474431866,0,2018-04-16T00:00:00,65,28154.4,50000,AprovadoAnalista,De 31 a 50 % - Médio,0.547169811,0.452830189,-0.866025404,50000,,,,,,,,,,17826063,0,12,0,1995,Acima de 17 anos,404000,FALSE,TRUE,1,42900,2020-02-06T20:20:18
88,Maurice Booth,Miss Katy Marsden,BJAO26842530827099,14,0.323351694,0,2018-09-27T00:00:00,49,36118.88,50000,AprovadoAnalista,De 51 a 80 % - Alto,0.452830189,0.547169811,-0.901492129,40000,,,,,,,,,,1746101,0,7,0,2017,De 0 a 5 anos,100000,FALSE,TRUE,0.880879216,2700,2020-02-06T20:05:48
89,Dr. Anna Short,Denise Cook-Tyler,JSPJ30563552068367,7,0,,2010-04-30T17:12:15,0,0,20000,AprovadoAnalista,De 11 a 30 % - Baixo,0.716981132,0.283018868,0,20000,,,,,,,,,,3926252,0,12,0,2014,De 6 a 10 anos,245000,FALSE,TRUE,0,99900,2020-02-06T20:21:08
90,Jack Norris-James,Brian Benson-Brown,EQHY62128162767172,87,0,,2017-01-19T11:11:37,0,0,27000,ReprovadoAnalista,De 51 a 80 % - Alto,0.320754717,0.679245283,0.866025404,,,,,,,,,,,214832,0,5,0,2010,De 6 a 10 anos,100000,TRUE,TRUE,0,53585,
91,Dr. Eric Shaw,Marcus Shepherd,FBZF09738865495091,3,0.324329955,0,2020-01-27T00:00:00,59,8197.2,6000,AprovadoAnalista,De 11 a 30 % - Baixo,0.754716981,0.245283019,0,6000,,,,,,,,,,1746101,0,7,0,2005,De 11 a 16 anos,200000,FALSE,TRUE,1,14400,2020-02-06T20:31:27
92,Clifford Cooper,Justin Quinn-Stanley,CKWJ48521633259803,5,0.526992319,0,2018-02-15T00:00:00,0,0,50000,AprovadoAnalista,De 31 a 50 % - Médio,0.603773585,0.396226415,0,40000,,,,,,,,,,3809828,0,12,0,2017,De 0 a 5 anos,20000,FALSE,FALSE,1,7220,2020-02-07T19:48:40
93,Mr. Shane Reynolds,Edward Jones,PMQC81082938911940,28,0,,2015-09-29T17:19:04,0,0,60000,AprovadoAnalista,De 31 a 50 % - Médio,0.641509434,0.358490566,0.359669232,50000,,2018-12-31T02:00:00,95762,293393,4786692,4493298,0,3212721,1195553,5368371,1346068,12,2072196,2012,De 6 a 10 anos,500000,FALSE,TRUE,0,194114,2020-02-06T20:49:17
94,Miss Harriet Tyler,Jade Thomas,EKFW96917765445914,11,0.265525466,0,2019-04-18T00:00:00,8,6400,24000,AprovadoAnalista,De 31 a 50 % - Médio,0.603773585,0.396226415,0,11000,,,,,,,,,,455009,0,12,0,1985,Acima de 17 anos,70000,FALSE,TRUE,1,13500,2020-02-06T20:03:38
95,Holly Lawson-Jordan,Mrs. Shirley Davies,WFTW74992478265314,3,0.373772788,0,2011-10-05T00:00:00,0,21416,7000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.905660377,0.094339623,0,7000,,2018-12-31T00:00:00,15937864,10512301,20551184,6928237,395851,10771135,4556980,40826415,3505804,12,26745259,2003,Acima de 17 anos,4500000,FALSE,FALSE,1,4237234,2020-02-06T20:59:22
96,Dr. Claire Robinson,Dr. Stewart Waters,JSQJ85113702745505,4,0.373216218,0,2013-07-11T00:00:00,9,5666.66,30000,AprovadoComite,De 11 a 30 % - Baixo,0.830188679,0.169811321,0,30000,2020-02-12T20:24:50,,,,,,,,,35478786,0,12,0,2007,De 11 a 16 anos,100000,FALSE,FALSE,1,0,
97,Miss Shirley Foster,Brian Gregory,XDTE66508836247286,7,0.306334325,0,2017-08-22T00:00:00,0,0,40000,AprovadoAnalista,De 31 a 50 % - Médio,0.528301887,0.471698113,0.11814223,40000,,2019-05-31T00:00:00,4132781,3404510,4134251,658645,1121551,2006316,860678,4036098,729740,5,4221383,2015,De 0 a 5 anos,210000,FALSE,TRUE,0.884327421,426377,2020-02-06T20:57:55
98,Georgia Stone-Moore,Frank Bennett,SEIZ73772431891569,3,0.46216241,0,2019-06-21T00:00:00,9,2100,25000,AprovadoAnalista,De 31 a 50 % - Médio,0.622641509,0.377358491,0,25000,,2019-06-30T00:00:00,797131,614272,797131,548878,0,0,129170,591755,182859,6,14983,2015,De 0 a 5 anos,150000,FALSE,TRUE,1,35200,2020-02-07T13:13:17
99,Tina Smith,Mrs. Jenna Turner,IIPH49121092178711,111,0.398932552,0,2009-09-10T00:00:00,0,0,35000,AprovadoComite,De 51 a 80 % - Alto,0.471698113,0.528301887,0,35000,2020-02-12T20:45:57,,,,,,,,,271387,0,3,0,1997,Acima de 17 anos,10000,TRUE,TRUE,1,7400,
100,Christian Richardson,Zoe Vaughan-Turner,TYKY32411026579458,64,0.366767178,0,2010-04-08T00:00:00,203,259359.83,2500000,AprovadoAnalista,De 11 a 30 % - Baixo,0.79245283,0.20754717,0.866067863,1400000,,2019-03-01T03:00:00,78618332,49147072,81720910,31208354,0,27342670,26897412,37122463,29864299,2,306505670,1992,Acima de 17 anos,10000000,FALSE,FALSE,0.999993071,0,2020-02-07T17:53:10
101,Dr. Denis Parsons,Mrs. Brenda Howell,ZQEO47674401851283,5,0,,2019-06-07T15:54:14,0,0,5000,AprovadoAnalista,De 51 a 80 % - Alto,0.396226415,0.603773585,-0.866025404,5000,,,,,,,,,,283812,0,12,0,2018,De 0 a 5 anos,10000,FALSE,TRUE,0,2560,2020-02-07T19:38:57
102,Simon Baxter,Ms. Julia Allen,UBAR40967470969591,0,0,,2016-03-24T17:19:42,0,0,15000,AprovadoAnalista,De 31 a 50 % - Médio,0.490566038,0.509433962,0,15000,,,,,,,,,,1071109,0,12,0,2015,De 0 a 5 anos,50000,FALSE,TRUE,0,151800,2020-02-07T21:11:17
103,Paul Woodward,Vincent Stephenson,XGCX31661930782586,7,0.393263157,0,2007-07-10T00:00:00,0,0,65000,ReprovadoAnalista,De 31 a 50 % - Médio,0.641509434,0.358490566,-0.866025404,,,2018-12-31T02:00:00,2784673,444041,2784673,2340632,0,1843446,853868,2569044,424623,12,-1526301,2005,De 11 a 16 anos,200000,TRUE,TRUE,1,34400,
104,Denise Thompson,Dr. Christian Smith,LHGO39484013568564,22,0.399997093,0,2018-03-27T00:00:00,173,10212,60000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
105,Mrs. Andrea Ward,Jennifer Howard,MBUB27367617219459,34,0.248667476,0,2016-08-30T00:00:00,253,109200,40000,AprovadoAnalista,De 31 a 50 % - Médio,0.547169811,0.452830189,0.804269252,20000,,,,,,,,,,3220289,0,12,0,2000,Acima de 17 anos,300000,FALSE,TRUE,0.40950778,122280,2020-02-07T13:19:26
106,Geraldine James-Green,Anna Perkins,IGYR07692699924463,14,0.371863923,0,2006-12-18T00:00:00,83,49782.66,80000,AprovadoAnalista,De 11 a 30 % - Baixo,0.716981132,0.283018868,0,80000,,2019-03-31T03:00:00,8654965,4113211,10220298,5827998,6150000,3470322,3849276,5389457,0,12,0,1992,Acima de 17 anos,90000,FALSE,FALSE,0.949152378,388500,2020-02-07T21:25:25
107,Malcolm Rahman,Margaret Jones,JMSC79005406105837,29,0.396918961,0,2019-03-19T00:00:00,0,28978.33,40000,AprovadoAnalista,De 31 a 50 % - Médio,0.679245283,0.320754717,-0.866025404,35000,,2018-12-31T00:00:00,2828807,1866258,2861671,995412,66421,604701,1588000,4354088,1907167,12,2446921,2016,De 0 a 5 anos,100000,FALSE,FALSE,1,3700,2020-02-07T21:41:55
108,Shaun Sanders,Diana Wells-Robinson,VQUA74680885687084,82,0.525581439,0,2016-10-28T00:00:00,0,0,30000,AprovadoAnalista,De 51 a 80 % - Alto,0.339622642,0.660377358,0.973379002,5000,,,,,,,,,,328075,0,12,0,2016,De 0 a 5 anos,30000,FALSE,TRUE,0.102868654,2560,2020-02-07T21:47:21
109,Francis Hunter,Judith Roberts,VTBP28229782439478,4,0.281394866,0,2016-01-06T00:00:00,51,54801.51,150000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.943396226,0.056603774,0,150000,,2018-12-31T02:00:00,33581314,1922318,36377344,34440755,0,8475109,0,24551233,1077555,12,18293841,1992,Acima de 17 anos,1000000,FALSE,FALSE,1,2567932,2020-02-07T13:11:12
110,Donna Rhodes,Mr. Joseph Burrows,AKVW12349274211282,15,0,,2018-05-08T17:26:11,0,0,20000,AprovadoAnalista,De 31 a 50 % - Médio,0.490566038,0.509433962,0,10000,,,,,,,,,,0,0,1,0,2015,De 0 a 5 anos,1000,FALSE,TRUE,0,3500,2020-02-07T15:29:16
111,Gail Davies,Neil Barnes,RSEM36800686606940,7,0,,2018-11-29T17:27:35,0,0,20000,AprovadoAnalista,De 51 a 80 % - Alto,0.396226415,0.603773585,-0.866025404,10000,,,,,,,,,,0,0,1,0,2018,De 0 a 5 anos,5000,FALSE,TRUE,0,1400,2020-02-07T20:00:43
112,Paul Smith,Dr. Hilary Abbott,HXQX28522825811324,5,0.28906317,0,2012-12-13T00:00:00,0,0,50000,AprovadoAnalista,De 31 a 50 % - Médio,0.641509434,0.358490566,0,50000,,,,,,,,,,13313452,0,12,0,1996,Acima de 17 anos,110000,TRUE,TRUE,1,52000,2020-02-07T21:50:23
113,Laura Taylor-Jones,Dr. Luke Marsh,GPRI81316087934659,60,0,,2017-03-09T14:26:13,0,0,25000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,0,,
114,Lynne Moore,Mr. Elliot Henry,JHFT04399225850712,24,0.26466739,0,2017-01-16T00:00:00,0,0,130000,AprovadoAnalista,De 51 a 80 % - Alto,0.452830189,0.547169811,0.866025404,100000,,2018-12-31T02:00:00,1720249,187745,1762231,945470,97341,512793,555877,3818823,181467,12,-1816507,2015,De 0 a 5 anos,600000,FALSE,TRUE,0.934644097,13200,2020-02-07T18:25:16
115,Oliver Taylor,Dr. Deborah Jackson,ZYRG46055383402143,17,0,,2016-01-05T17:19:16,0,0,20000,AprovadoAnalista,De 31 a 50 % - Médio,0.547169811,0.452830189,0,20000,,,,,,,,,,745756,0,12,0,2012,De 6 a 10 anos,40000,FALSE,TRUE,0,4400,2020-02-07T20:02:59
116,Bryan White-Fox,Terry Carter,LLWH30252956271441,27,0.491824914,0,2008-09-10T00:00:00,63,2836656,800000,AprovadoAnalista,De 11 a 30 % - Baixo,0.79245283,0.20754717,0,800000,,2019-07-31T03:00:00,43700228,35066250,46610269,5801008,14938623,23798850,15796549,90502107,1957004,7,-65022701,2008,De 11 a 16 anos,728407,FALSE,FALSE,0.99150478,12528228,2020-02-07T18:00:04
117,Josephine Peacock,Linda Cook,PVIP17399531351784,15,0.402895416,0,2009-01-21T00:00:00,52,123462.38,260000,ReprovadoAnalista,De 31 a 50 % - Médio,0.58490566,0.41509434,0,,,2018-12-31T02:00:00,18005099,2754345,18007369,15253023,45038,0,15934101,12255988,0,12,0,2008,De 11 a 16 anos,35000,TRUE,TRUE,0.947570193,0,
118,Dr. Karl Robinson,Miss Lorraine Alexander,WZZO86962370944321,3,0,,2016-04-18T16:33:38,0,0,40000,AprovadoAnalista,De 31 a 50 % - Médio,0.679245283,0.320754717,0,40000,,,,,,,,,,10932834,0,12,0,1985,Acima de 17 anos,208826,FALSE,TRUE,0,147914,2020-02-07T22:22:22
119,Mr. Kevin Clark,Mr. Brandon Davies,GSHZ23277827583812,6,0.431522457,0,2017-01-19T00:00:00,42,41017.32,100000,AprovadoAnalista,De 31 a 50 % - Médio,0.566037736,0.433962264,0,70000,,2018-12-31T02:00:00,1902367,1616061,1499139,46595,369661,474199,1144619,10817059,3780585,12,-7036474,2016,De 0 a 5 anos,850000,FALSE,TRUE,0.821072074,81000,2020-02-07T21:34:00
120,Thomas Jones,Yvonne Gregory,RQPA99286134726434,33,0.45134278,0,2006-08-23T00:00:00,55,185191.73,200000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,0.991658007,,
121,Damien Rowe,Dr. Stacey Barnes,SHTA94818881939727,10,0,,2013-01-31T15:39:17,0,0,20000,AprovadoAnalista,De 31 a 50 % - Médio,0.679245283,0.320754717,0,20000,,,,,,,,,,1557540,0,12,0,2012,De 6 a 10 anos,5000,FALSE,TRUE,0,11200,2020-02-07T13:35:57
122,Mrs. Sharon Joyce,Denise Wilson,UNIW28467075472629,0,0.520137858,0,2017-09-13T00:00:00,28,4715,30000,AprovadoAnalista,De 11 a 30 % - Baixo,0.735849057,0.264150943,0,30000,,,,,,,,,,2443834,0,12,0,2009,De 11 a 16 anos,100000,FALSE,TRUE,1,16200,2020-02-07T22:26:21
123,Dr. Shirley O'Connor,Ms. Leah Bennett,DQTN56697498210981,0,0,,2019-06-19T17:18:18,0,0,5000,AprovadoAnalista,De 11 a 30 % - Baixo,0.735849057,0.264150943,0,5000,,,,,,,,,,0,0,1,0,1962,Acima de 17 anos,50000,FALSE,FALSE,0,1604732,2020-02-07T20:04:26
124,Kyle Dixon,Elliott Thompson,AISX72495193411291,0,0.266865263,0,2019-01-29T00:00:00,0,0,15000,ReprovadoComite,De 31 a 50 % - Médio,0.622641509,0.377358491,0,,,,,,,,,,,718353,0,12,0,2019,De 0 a 5 anos,80000,FALSE,FALSE,1,3200,
125,Joyce Burton-Webb,Francesca Clements,WNQV38498519845109,2,0.561473762,0,2013-12-16T00:00:00,0,0,20000,AprovadoAnalista,De 11 a 30 % - Baixo,0.735849057,0.264150943,0,20000,,,,,,,,,,3329454,0,12,0,2006,De 11 a 16 anos,100000,FALSE,TRUE,1,132000,2020-02-07T20:03:36
126,Dr. Henry Lewis,Mr. Donald Griffiths,YPOY57556377845748,0,0,,2019-04-25T17:28:18,0,0,15000,AprovadoAnalista,De 11 a 30 % - Baixo,0.716981132,0.283018868,0,15000,,,,,,,,,,3232345,0,12,0,2004,De 11 a 16 anos,20000,FALSE,TRUE,0,82500,2020-02-13T13:30:47
127,Dale O'Sullivan-Moore,Nathan Jones,KDZJ41266928454221,19,0.479845025,0,2018-10-22T00:00:00,41,8880,20000,AprovadoAnalista,De 31 a 50 % - Médio,0.547169811,0.452830189,0,10000,,2019-11-30T00:00:00,380473,179026,511372,332345,0,0,0,708370,0,12,0,2018,De 0 a 5 anos,95700,FALSE,TRUE,1,8640,2020-02-07T20:05:51
128,Mrs. Naomi Osborne,Mrs. Jasmine Lynch,YJXH90455347089755,33,0.223193253,0,2010-10-05T00:00:00,68,66209.82,180000,AprovadoAnalista,De 31 a 50 % - Médio,0.679245283,0.320754717,0.986194639,140000,,2019-05-31T03:00:00,13769660,6181072,14878097,7402373,3877601,6733077,4076110,8622213,1295664,12,0,2003,Acima de 17 anos,1000000,FALSE,FALSE,0.891261689,2681972,2020-02-06T20:47:40
129,Lauren Finch,Mrs. Valerie Edwards,MNLD92138419599220,5,0.440489579,0,2016-06-17T00:00:00,100,14000,50000,AprovadoAnalista,De 31 a 50 % - Médio,0.603773585,0.396226415,0,50000,,,,,,,,,,273629,0,12,0,2008,De 11 a 16 anos,550000,FALSE,TRUE,1,7040,2020-02-07T22:02:55
130,Miss Elaine Nicholson,Hazel Brown,HMLH49235417615497,0,0,,2020-01-28T16:32:57,0,0,70000,ReprovadoAnalista,De 31 a 50 % - Médio,0.679245283,0.320754717,0,,,2019-08-31T03:00:00,3488992,4433602,3592780,472217,3658024,824895,1063783,3103851,279674,8,-2824177,2017,De 0 a 5 anos,200000,TRUE,FALSE,0,5400,
131,Jill Shah,Catherine John-Young,KHSE54280264956283,3,0.453390421,0,2019-01-11T00:00:00,0,0,30000,AprovadoAnalista,De 31 a 50 % - Médio,0.641509434,0.358490566,0,20000,,,,,,,,,,1298208,0,12,0,2002,Acima de 17 anos,510000,FALSE,TRUE,1,720,2020-02-07T13:20:37
132,Amber Smith,Chelsea Smith-Cox,EFMB43041243982596,4,0.50741729,0,2013-03-28T00:00:00,0,0,240000,ReprovadoAnalista,De 31 a 50 % - Médio,0.566037736,0.433962264,0.866025404,,,2019-12-31T03:00:00,12731021,15484796,15484796,501991,0,1011239,92631190,1819859,-1469120,2,2592210,1996,Acima de 17 anos,95400,TRUE,TRUE,1,34400,
133,Andrew Barlow,Dr. Barry Carpenter,ZBJI53890581783095,4,0.374869504,0,2018-03-13T00:00:00,39,7050,20000,AprovadoComite,De 51 a 80 % - Alto,0.377358491,0.622641509,0,20000,2020-02-12T18:47:52,,,,,,,,,566902,0,12,0,2017,De 0 a 5 anos,100000,FALSE,TRUE,0.968035467,17600,
134,Sara Thomas-Rowe,Andrea Bartlett-Wood,MYME04190722582101,6,0.549540804,0,2015-03-23T00:00:00,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.867924528,0.132075472,0,30000,,,,,,,,,,9443099,0,12,0,2007,De 11 a 16 anos,100000,FALSE,FALSE,1,178000,2020-02-07T22:15:33
135,Antony Chapman,Deborah Scott-Spencer,DYHK10660727336093,2,0.556329621,0,2017-06-21T00:00:00,76,13500,10000,AprovadoAnalista,De 11 a 30 % - Baixo,0.735849057,0.264150943,0,10000,,,,,,,,,,1591910,0,7,0,1997,Acima de 17 anos,20000,FALSE,TRUE,1,14800,2020-02-07T20:24:17
136,Mr. Jack Ellis,Mathew Page,ZOIA59932343608967,4,0.476899524,0,2017-07-24T00:00:00,0,0,30000,AprovadoAnalista,De 11 a 30 % - Baixo,0.849056604,0.150943396,0,30000,,,,,,,,,,6114513,0,12,0,2013,De 6 a 10 anos,300000,FALSE,FALSE,1,108000,2020-02-07T17:54:17
137,Hannah Knight-Jones,Victoria Marshall,CUAB53419021981167,0,0,,2019-12-03T17:29:35,0,0,10000,AprovadoAnalista,De 11 a 30 % - Baixo,0.754716981,0.245283019,0,10000,,,,,,,,,,6121171,0,12,0,2012,De 6 a 10 anos,50000,FALSE,TRUE,0,73478,2020-02-07T20:25:15
138,Mr. Jake Hussain,Jean Potter-Johnson,IATW15693786270082,0,0,,2020-01-27T17:29:48,0,0,5000,AprovadoAnalista,De 31 a 50 % - Médio,0.660377358,0.339622642,0,5000,,,,,,,,,,713882,0,12,0,2013,De 6 a 10 anos,180000,FALSE,TRUE,0,0,2020-02-12T20:32:12
139,Marion Lynch-Taylor,Kathryn Power-Mason,OGWM99265986867408,0,0.385917758,0,2016-12-19T00:00:00,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.716981132,0.283018868,0,20000,,2019-10-31T00:00:00,911113,509051,926368,451271,0,0,619908,572776,0,12,0,2014,De 6 a 10 anos,80000,FALSE,TRUE,1,63000,2020-02-06T20:28:36
140,Glen Gill,Shirley Hanson-Harrison,HXEY17172238017839,12,0.589715571,0,2013-04-05T00:00:00,0,0,20000,AprovadoAnalista,De 31 a 50 % - Médio,0.679245283,0.320754717,0,20000,,,,,,,,,,3410099,0,12,0,1986,Acima de 17 anos,110000,FALSE,TRUE,1,55900,2020-02-12T18:01:30
141,Jemma Taylor,Dr. Adam Davies,MFEL55258058249150,0,0,,2017-06-22T17:22:01,0,0,20000,AprovadoAnalista,De 11 a 30 % - Baixo,0.830188679,0.169811321,0,20000,,,,,,,,,,2056885,0,12,0,1997,Acima de 17 anos,10000,FALSE,FALSE,0,12960,2020-02-12T18:32:47
142,Roy O'Brien,Leigh Griffiths-Watson,VGMK93000054957430,15,0.299054848,0,2017-09-22T00:00:00,0,0,20000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,0.607025985,,
143,Mark Bishop,Dr. Lisa Myers,BAUG41274306305986,7,0,,2019-11-06T17:29:22,0,0,5000,AprovadoAnalista,De 51 a 80 % - Alto,0.396226415,0.603773585,-0.866025404,5000,,,,,,,,,,0,0,1,0,2018,De 0 a 5 anos,10000,FALSE,TRUE,0,1400,2020-02-12T20:39:24
145,Miss Dorothy Phillips,Mr. Kenneth Brooks,SPWA04763690788971,23,0.553692138,0,2007-03-15T00:00:00,0,0,30000,AprovadoComite,De 11 a 30 % - Baixo,0.773584906,0.226415094,0,30000,2020-02-12T20:25:59,,,,,,,,,8689787,0,12,0,1991,Acima de 17 anos,1200000,FALSE,FALSE,1,1707858,
146,Henry Ryan-Francis,Nathan Jones,NGMR83637764779961,4,0.517301037,0,2017-07-12T00:00:00,0,12825,25000,AprovadoAnalista,De 11 a 30 % - Baixo,0.830188679,0.169811321,0,25000,,2019-08-31T00:00:00,188406780,23135956,23135956,18065030,0,8069962,4359398,0,0,8,0,1995,Acima de 17 anos,5993340,FALSE,FALSE,1,2700000,2020-02-11T19:53:13
147,Dr. Billy Wells,Dr. Christopher Saunders,DDGD62654890764375,3,0.353361435,0,2018-03-22T00:00:00,0,0,80000,ReprovadoAnalista,De 11 a 30 % - Baixo,0.698113208,0.301886792,0,,,2019-10-31T03:00:00,17040601,10487000,17603497,1931629,2306713,6615514,10328670,40775376,1132878,10,0,2008,De 11 a 16 anos,600000,TRUE,TRUE,1,2700,
148,Terence Foster,Brandon Gibson,QHZV29713047888758,93,0.566985604,0,2011-11-24T00:00:00,0,0,30000,AprovadoAnalista,De 51 a 80 % - Alto,0.433962264,0.566037736,-1.10E-15,15000,,,,,,,,,,1086360,0,12,0,2010,De 6 a 10 anos,10000,FALSE,TRUE,1,4400,2020-02-07T20:07:15
149,Donald Hill,Diana Turner,DKWA44827106548249,3,0.480763869,0,2018-06-20T00:00:00,0,0,20000,AprovadoAnalista,De 11 a 30 % - Baixo,0.735849057,0.264150943,0,20000,,,,,,,,,,3598601,0,12,0,2005,De 11 a 16 anos,95400,FALSE,TRUE,1,46169,2020-02-07T20:26:09
150,Janet Barnes,Clifford Allan,XSME54122165353551,30,0.316048996,0,2019-10-28T00:00:00,32,8300,80000,AprovadoComite,De 11 a 30 % - Baixo,0.716981132,0.283018868,0,80000,2020-02-07T19:52:06,2019-08-31T03:00:00,2564574,2639904,2564574,1301027,0,1881929,348785,1023736,255830,8,541342,2017,De 0 a 5 anos,100000,FALSE,TRUE,1,720,
151,Mr. Roy Jackson,Dr. Vanessa Patel,AHXL92957523284614,48,0.398276606,0,2017-01-24T00:00:00,64,14901.07,15000,AprovadoAnalista,De 31 a 50 % - Médio,0.641509434,0.358490566,0.891680764,15000,,2019-12-31T00:00:00,1500126,2525743,15267299,2525743,0,9793066,0,4636079,0,12,0,2006,De 11 a 16 anos,200000,FALSE,TRUE,0.696386235,416008,2020-02-07T20:27:26
152,Dr. Eleanor Cook,Mrs. Ellie Thornton,DIRV93268688469655,0,0.530428716,0,2016-07-13T00:00:00,0,0,60000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.962264151,0.037735849,0,60000,,2018-12-31T02:00:00,12281949,564957,14438808,13841257,0,1678196,3240605,10087739,885300,12,9359816,1971,Acima de 17 anos,648000,FALSE,FALSE,1,1592014,2020-02-07T19:39:59
153,Mandy Morgan,Miss Sharon Wood,ZYMM04015018312932,27,0.377023634,0,2017-11-23T00:00:00,67,387169.99,430000,AprovadoAnalista,De 51 a 80 % - Alto,0.452830189,0.547169811,-0.866025404,430000,,2019-12-31T03:00:00,3771685,1162422,5640927,4478504,0,370010,3134632,27087480,3872376,12,19867576,2017,De 0 a 5 anos,390000,TRUE,TRUE,1,2700,2020-02-07T18:16:20
155,Miss Heather Walters,Gail Ward,UFDU09972786245159,4,0.414552147,0,2011-06-27T00:00:00,0,0,15000,AprovadoAnalista,De 51 a 80 % - Alto,0.471698113,0.528301887,0.866025404,15000,,,,,,,,,,926159,0,12,0,2011,De 6 a 10 anos,50000,FALSE,TRUE,0.838794739,103134,2020-02-07T20:28:25
156,Francesca Stone,Charles Jones,MGWX20555419991977,12,0,,2016-06-27T11:35:29,0,0,15000,AprovadoAnalista,De 31 a 50 % - Médio,0.622641509,0.377358491,0,15000,,,,,,,,,,668124,0,12,0,2013,De 6 a 10 anos,1000,FALSE,TRUE,0,5120,2020-02-13T13:30:10
157,Sandra Morris,Ms. Emma Wells,LJAC91348349374248,18,0,,2018-06-19T17:18:27,0,0,100000,AprovadoComite,De 31 a 50 % - Médio,0.679245283,0.320754717,3.00E-16,100000,2020-02-13T13:54:39,2018-12-31T02:00:00,2451304,1077694,2451304,4057991,0,0,96380,13144861,71893260,12,5955535,2010,De 6 a 10 anos,100000,FALSE,TRUE,0,111772,
158,Dr. Max McDonald,Samuel Evans-Williams,DLLY26215095484957,15,0,,2017-09-08T14:13:37,0,0,30000,ReprovadoAnalista,De 31 a 50 % - Médio,0.58490566,0.41509434,0,,,,,,,,,,,1575261,0,12,0,2010,De 6 a 10 anos,80000,TRUE,FALSE,0,2200,
159,Mr. Hugh Patel,Wendy Glover,ERMV02831916774075,5,0.213567469,0,2019-03-15T00:00:00,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.716981132,0.283018868,0,40000,,,,,,,,,,1952436,0,8,0,2009,De 11 a 16 anos,150000,FALSE,TRUE,1,5400,2020-02-07T20:29:53
160,Dr. Terence Whitehouse,Janice Gill,TXPT30965274360157,3,0.304427823,0,2016-04-20T00:00:00,17,2968,30000,AprovadoAnalista,De 31 a 50 % - Médio,0.622641509,0.377358491,0,30000,,2019-12-31T00:00:00,398502,135101,588545,131095,69777,61927,325929,775287,-89866,12,518962,2007,De 11 a 16 anos,150000,FALSE,TRUE,1,16200,2020-02-07T20:53:29
161,Stanley Thomson,Linda Bell,FWIW38628759690452,35,0,,2014-01-21T17:16:46,0,0,50000,AprovadoAnalista,De 31 a 50 % - Médio,0.660377358,0.339622642,0,45000,,,,,,,,,,4793211,0,12,0,2008,De 11 a 16 anos,200000,FALSE,TRUE,0,7600,2020-02-07T21:03:08
162,Jack Norris-James,Brian Benson-Brown,EQHY62128162767172,87,0,,2017-01-19T11:11:37,0,0,27000,AprovadoAnalista,De 51 a 80 % - Alto,0.41509434,0.58490566,0.866025404,27000,,,,,,,,,,537497,0,12,0,2010,De 6 a 10 anos,100000,FALSE,TRUE,0,53858,2020-02-07T19:36:20
163,Catherine Marshall-Thompson,Maria Dyer,JKAF93512474786620,5,0.544027656,0,2018-07-26T00:00:00,8,4800,35000,AprovadoAnalista,De 31 a 50 % - Médio,0.490566038,0.509433962,0,35500,,,,,,,,,,1714093,0,12,0,2018,De 0 a 5 anos,30000,FALSE,TRUE,1,1400,2020-02-11T17:26:13
